rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
258,6/13/2002,768,229,15,TCRED4,12/31/2007,C,0.81,3.95,"1,479,891","24,045","38,999","1,753,420",0,"1,988,244","678,145","175,167",0,"217,607","29,183","188,424",0,0,"9,615",0,,,8,,,"855,446","227,222",192,40,0,152,0,0,192,0,0,0,0,1.59,0,78,114,0,0,0,0
258,6/13/2002,768,229,15,TCRED4,12/31/2006,C,0.85,1.45,"1,566,307","31,750","32,604","1,758,824",0,"1,251,984","1,025,978","164,745",0,"217,607","29,183","188,424",0,0,"9,615",0,,,8,,,"855,446","227,222",192,40,0,152,0,0,192,0,0,0,0,1.59,0,78,114,0,0,0,0
258,6/13/2002,768,229,15,TCRED4,12/31/2009,C,0.89,3.69,"1,665,857","85,307","8,924","1,756,896",0,"1,492,944","602,405","198,032",0,"217,607","29,183","188,424",0,0,"9,615",0,,,8,,,"855,446","227,222",192,40,0,152,0,0,192,0,0,0,0,1.59,0,78,114,0,0,0,0
259,9/5/2003,800,146,50,ELDER,12/31/2009,A,1.77,1.99,"1,292,371",0,"1,063","729,292",0,"1,256,089","702,570","72,308",541,"76,685",,"76,685",,,,0,,,1,4,2,,"76,685",102,69,0,33,0,102,0,0,0,0,0,0.6,41,61,0,0,0,0,0
259,9/5/2003,800,146,50,ELDER,12/31/2005,D,0.48,1.01,"335,993",0,"1,142","695,622",0,"752,288","858,554","51,584","63,083","76,685",,"76,685",,,,0,,,1,4,2,,"76,685",102,69,0,33,0,102,0,0,0,0,0,0.6,41,61,0,0,0,0,0
259,9/5/2003,800,146,50,ELDER,12/31/2004,C,0.96,0.73,"512,766",0,"-8,239","542,686",0,"415,804","711,428","98,873","39,297","76,685",,"76,685",,,,0,,,1,4,2,,"76,685",102,69,0,33,0,102,0,0,0,0,0,0.6,41,61,0,0,0,0,0
259,9/5/2003,800,146,50,ELDER,12/31/2006,B,1.11,0.66,"902,870","59,213","1,925","759,055",0,"494,327","803,650","59,796",0,"76,685",,"76,685",,,,0,,,1,4,2,,"76,685",102,69,0,33,0,102,0,0,0,0,0,0.6,41,61,0,0,0,0,0
259,9/5/2003,800,146,50,ELDER,12/31/2007,B,1.3,0.85,"949,547",0,"3,073","727,729",0,"679,857","860,915","63,706",0,"76,685",,"76,685",,,,0,,,1,4,2,,"76,685",102,69,0,33,0,102,0,0,0,0,0,0.6,41,61,0,0,0,0,0
262,7/24/2002,898,175,71,S8NCON,12/31/2009,A,1.55,1.96,"3,617,399","132,601","21,046","2,237,809",0,"4,220,628","2,376,040","220,230",0,"288,863","288,863",,"6,815",,,0,,,17,3,0,,"295,678",190,190,0,0,0,0,190,0,0,10,0,2.41,0,11,120,33,23,2,1
311,4/1/2004,54,71,25,MISC,12/31/2006,C,-0.6,6.82,"-93,050",0,"10,852","171,806",0,"591,608","140,242","53,492",0,"60,727",,"60,727",,,,0,,,1,4,2,,"60,727",69,64,5,0,0,69,0,0,0,5,0,1.03,0,67,2,0,0,0,0
355,12/22/2006,145,122,50,S8LMSA,12/31/2008,A,1.59,2.64,"2,194,048","202,636","32,884","1,231,288",0,"2,408,909","1,215,083","301,632",0,"232,172","42,895","189,277","7,124",0,0,"196,351","189,227","7,124",1,11,6,"144,284","239,296",320,319,0,1,0,0,320,0,0,26,0,1.13,0,280,40,0,0,0,0
355,12/22/2006,145,122,50,S8LMSA,12/31/2009,A,1.7,2.95,"2,259,830","46,260","10,918","1,296,965",0,"2,398,339","1,133,479","321,411",0,"232,172","42,895","189,277","7,124",0,0,"196,351","189,227","7,124",1,11,6,"144,284","239,296",320,319,0,1,0,0,320,0,0,26,0,1.13,0,280,40,0,0,0,0
367,6/11/2004,372,67,112,S8LMSA,9/30/2007,D,0.99,0.96,"328,006","48,432","15,637","265,959",0,"151,030","243,758","85,889",0,"85,360",,"85,360",,,,0,,,1,11,2,,"85,360",101,57,44,0,0,101,0,0,0,2,0,1,0,101,0,0,0,0,0
372,7/10/2003,902,181,133,S8LMSA,12/31/2004,B,1.04,0.21,"1,174,837",0,"-45,738","1,173,257",0,"1,129,689","5,673,476","418,590",0,"173,308","31,308","142,000",0,"2,019",0,0,,,2,4,0,,"175,327",185,172,13,0,0,0,185,0,0,20,0,1.64,20,70,71,8,12,4,0
389,3/3/2005,405,37,113,S8SUBR,12/31/2009,A,1.52,5.36,"1,230,928","53,202","8,879","770,754",0,"1,442,034","523,685","254,619",0,"156,393",,"156,393",,,,0,,,28,2,0,,"156,393",200,167,0,33,0,0,200,0,0,1,0,1.57,0,96,94,10,0,0,0
395,11/17/2006,187,147,154,S8LMSA,12/31/2007,A,1.89,4.87,"318,429","23,730","11,581","149,727",0,"308,066","128,431","65,236",0,"34,610","6,024","28,586",0,0,0,"27,834","27,834",0,1,6,1,,"34,610",44,43,0,1,0,43,1,0,0,0,0,1.16,5,27,12,0,0,0,0
441,4/15/2005,302,122,125,S8LMSA,12/31/2006,A,1.59,2.08,"2,070,171",0,"9,108","1,294,878",0,"4,079,692","2,272,682","313,483",0,"324,255",0,"324,255",0,0,0,"285,617","285,617",,11,3,0,"248,485","324,255",250,250,0,0,0,0,250,0,0,0,0,3.57,0,0,0,107,143,0,0
447,6/27/2002,883,122,50,TCRED9,12/31/2006,C,0.95,0.92,"1,080,758",0,"6,832","1,133,347",0,"746,308","893,812","83,037",0,"371,101","53,860","317,241","14,648",0,"76,828","323,096","308,448","14,648",1,25,7,"43,272","462,577",133,81,0,52,0,0,133,0,0,0,0,1.5,35,17,60,21,0,0,0
447,6/27/2002,883,122,50,TCRED9,12/31/2007,C,0.99,0.82,"1,139,932","9,239","4,180","1,133,155",0,"707,120","951,011","87,560",0,"371,101","53,860","317,241","14,648",0,"76,828","323,096","308,448","14,648",1,25,7,"43,272","462,577",133,81,0,52,0,0,133,0,0,0,0,1.5,35,17,60,21,0,0,0
447,6/27/2002,883,122,50,TCRED9,12/31/2009,B,1.08,0.82,"1,249,008","27,150","1,377","1,132,720",0,"628,817","860,766","64,945","32,733","371,101","53,860","317,241","14,648",0,"76,828","323,096","308,448","14,648",1,25,7,"43,272","462,577",133,81,0,52,0,0,133,0,0,0,0,1.5,35,17,60,21,0,0,0
447,6/27/2002,883,122,50,TCRED9,12/31/2008,B,1.11,0.88,"1,293,717","32,976","3,182","1,132,946",0,"666,068","853,625","92,430",0,"371,101","53,860","317,241","14,648",0,"76,828","323,096","308,448","14,648",1,25,7,"43,272","462,577",133,81,0,52,0,0,133,0,0,0,0,1.5,35,17,60,21,0,0,0
448,3/18/2004,851,122,50,ELDER,12/31/2007,F,0.79,0.84,"394,224","3,781","5,650","484,331",0,"431,397","563,935","50,054",0,"57,184","13,823","43,361",0,0,0,"41,150","41,150",0,1,3,2,"39,384","57,184",66,33,0,33,0,66,0,0,0,0,0,0.26,49,17,0,0,0,0,0
448,3/18/2004,851,122,50,ELDER,12/31/2006,C,0.89,1.13,"435,098",0,"1,923","485,016",0,"475,740","468,977","47,193",0,"57,184","13,823","43,361",0,0,0,"41,150","41,150",0,1,3,2,"39,384","57,184",66,33,0,33,0,66,0,0,0,0,0,0.26,49,17,0,0,0,0,0
449,6/27/2003,482,258,13,INTERN,12/31/2007,F,0.77,0.92,"1,444,343","55,103","5,036","1,786,681",0,"383,798","708,870","290,189",0,"188,583",,"188,583",,,,0,,,13,3,0,,"188,583",156,39,0,117,0,0,156,0,0,0,0,1.56,0,69,87,0,0,0,0
449,6/27/2003,482,258,13,INTERN,12/31/2005,D,0.85,0.74,"1,580,498","48,572","3,203","1,789,440",0,"483,766","904,648","252,883",0,"188,583",,"188,583",,,,0,,,13,3,0,,"188,583",156,39,0,117,0,0,156,0,0,0,0,1.56,0,69,87,0,0,0,0
449,6/27/2003,482,258,13,INTERN,12/31/2008,D,0.86,1.03,"1,602,262","58,709","3,105","1,785,949",0,"410,429","708,003","310,858",0,"188,583",,"188,583",,,,0,,,13,3,0,,"188,583",156,39,0,117,0,0,156,0,0,0,0,1.56,0,69,87,0,0,0,0
449,6/27/2003,482,258,13,INTERN,12/31/2004,C,0.87,1.18,"1,561,015",0,"2,338","1,788,597",0,"525,480","681,859","237,427",0,"188,583",,"188,583",,,,0,,,13,3,0,,"188,583",156,39,0,117,0,0,156,0,0,0,0,1.56,0,69,87,0,0,0,0
449,6/27/2003,482,258,13,INTERN,12/31/2009,D,0.87,1.04,"1,623,275","72,387","1,116","1,789,440",0,"368,439","688,857","332,998",0,"188,583",,"188,583",,,,0,,,13,3,0,,"188,583",156,39,0,117,0,0,156,0,0,0,0,1.56,0,69,87,0,0,0,0
449,6/27/2003,482,258,13,INTERN,12/31/2006,F,0.89,0.95,"1,603,662","50,334","4,554","1,737,741",0,"434,038","728,049","270,895",0,"188,583",,"188,583",,,,0,,,13,3,0,,"188,583",156,39,0,117,0,0,156,0,0,0,0,1.56,0,69,87,0,0,0,0
450,6/26/2003,1065,507,146,TCRED9,12/31/2005,A,1.56,2.12,"397,262","92,276","6,598","191,559",0,"464,291","238,423","19,685",0,"79,943","4,546","75,397","3,203","1,197",971,"71,818","68,615","3,203",12,3,0,"127,005","85,314",63,59,0,4,0,0,63,0,0,0,0,2.19,0,11,29,23,0,0,0
452,9/15/2004,1092,507,146,TCRED9,12/31/2006,A,2.07,4.01,"189,867",0,"49,707","67,796",0,"1,373,083","350,169","8,053",0,"103,345",,"103,345",,,,0,,,5,3,0,,"103,345",83,83,0,0,0,0,83,0,0,0,0,1.54,0,42,37,4,0,0,0
452,9/15/2004,1092,507,146,TCRED9,12/31/2009,A,2.21,2.5,"229,825","31,412","4,861","87,384",0,"1,050,219","429,465","9,594",0,"103,345",,"103,345",,,,0,,,5,3,0,,"103,345",83,83,0,0,0,0,83,0,0,0,0,1.54,0,42,37,4,0,0,0
452,9/15/2004,1092,507,146,TCRED9,12/31/2008,A,2.24,2.53,"253,793","41,483","15,693","87,772",0,"906,748","367,838","9,050",0,"103,345",,"103,345",,,,0,,,5,3,0,,"103,345",83,83,0,0,0,0,83,0,0,0,0,1.54,0,42,37,4,0,0,0
454,12/10/2002,752,229,15,RAD,12/31/2006,C,0.81,2.26,"496,117","52,461","7,346","539,314",0,"572,091","428,034","175,007",0,"145,908",0,"145,908",0,0,0,"154,812","154,812",0,19,3,0,"332,731","145,908",168,46,0,122,0,0,168,0,0,3,0,2.18,0,0,138,30,0,0,0
454,12/10/2002,752,229,15,RAD,12/31/2005,B,0.91,2.09,"527,706","32,720","3,551","539,314",0,"527,312","417,509","164,717",0,"145,908",0,"145,908",0,0,0,"154,812","154,812",0,19,3,0,"332,731","145,908",168,46,0,122,0,0,168,0,0,3,0,2.18,0,0,138,30,0,0,0
454,12/10/2002,752,229,15,RAD,12/31/2009,B,1.02,0.99,"668,167","117,214",544,"539,314",0,"223,554","434,947","210,196",0,"145,908",0,"145,908",0,0,0,"154,812","154,812",0,19,3,0,"332,731","145,908",168,46,0,122,0,0,168,0,0,3,0,2.18,0,0,138,30,0,0,0
456,11/17/2003,860,507,146,TCRED9,12/31/2009,A,1.66,4.78,"408,000","23,065","15,445","221,926",0,"1,290,245","312,087","42,003",0,"144,358","14,362","129,996",0,0,"19,016","128,051","128,051",0,5,3,2,"73,820","163,374",150,116,0,34,0,0,150,0,0,18,0,1.78,0,65,59,20,6,0,0
456,11/17/2003,860,507,146,TCRED9,12/31/2008,A,1.93,4.59,"454,956","23,276","3,610","221,926",0,"1,551,283","377,681","39,442",0,"144,358","14,362","129,996",0,0,"19,016","128,051","128,051",0,5,3,2,"73,820","163,374",150,116,0,34,0,0,150,0,0,18,0,1.78,0,65,59,20,6,0,0
456,11/17/2003,860,507,146,TCRED9,12/31/2007,A,2.34,4.2,"586,187","9,667","56,329","221,926",0,"1,607,254","419,492","37,041",0,"144,358","14,362","129,996",0,0,"19,016","128,051","128,051",0,5,3,2,"73,820","163,374",150,116,0,34,0,0,150,0,0,18,0,1.78,0,65,59,20,6,0,0
495,11/24/2003,1189,231,40,S8SUBR,12/31/2009,A,1.51,4.47,"227,091","15,690","1,888","138,416",0,"440,694","116,453","17,925",0,"71,297",,"71,297",,,,0,,,1,4,1,,"71,297",74,73,0,0,1,0,74,0,0,4,0,1.23,0,60,11,3,0,0,0
495,11/24/2003,1189,231,40,S8SUBR,12/31/2002,D,0,0,"-167,559",0,0,0,0,0,0,0,0,"71,297",,"71,297",,,,0,,,1,4,1,,"71,297",74,73,0,0,1,0,74,0,0,4,0,1.23,0,60,11,3,0,0,0
495,11/24/2003,1189,231,40,S8SUBR,12/31/2005,C,0.63,2.26,"120,717","34,436","2,984","131,215",0,"292,324","143,682","14,137",0,"71,297",,"71,297",,,,0,,,1,4,1,,"71,297",74,73,0,0,1,0,74,0,0,4,0,1.23,0,60,11,3,0,0,0
498,4/14/2004,450,149,156,TCRED4,12/31/2006,D,0.41,0.93,"439,504",0,"22,350","1,018,661",0,"700,136","3,437,733","482,013","2,204,999","278,546","84,386","194,160",0,"7,282",0,"169,720","169,720",,1,6,2,"104,412","285,828",154,32,0,122,0,0,154,0,0,0,0,1.6,0,66,84,4,0,0,0
498,4/14/2004,450,149,156,TCRED4,12/31/2008,C,0.95,1.14,"1,102,107","30,925","4,671","1,120,872",0,"298,506","375,013","114,195",0,"278,546","84,386","194,160",0,"7,282",0,"169,720","169,720",,1,6,2,"104,412","285,828",154,32,0,122,0,0,154,0,0,0,0,1.6,0,66,84,4,0,0,0
501,3/2/2004,156,504,50,ELDER,12/31/2005,D,0.62,0.75,"350,367",0,"2,971","561,165",0,"368,265","559,686","67,829",0,"62,709","18,584","44,125",,,429,"35,686","35,686",0,1,2,2,"419,525","63,138",78,16,0,62,0,78,0,0,0,0,0,0.72,24,52,2,0,0,0,0
501,3/2/2004,156,504,50,ELDER,12/31/2009,D,0.82,0.53,"671,687","9,511","1,305","808,080",0,"329,283","713,080","86,347",0,"62,709","18,584","44,125",,,429,"35,686","35,686",0,1,2,2,"419,525","63,138",78,16,0,62,0,78,0,0,0,0,0,0.72,24,52,2,0,0,0,0
501,3/2/2004,156,504,50,ELDER,12/31/2006,C,0.91,0.64,"738,231",0,"2,411","809,107",0,"332,670","587,856","72,048",0,"62,709","18,584","44,125",,,429,"35,686","35,686",0,1,2,2,"419,525","63,138",78,16,0,62,0,78,0,0,0,0,0,0.72,24,52,2,0,0,0,0
501,3/2/2004,156,504,50,ELDER,12/31/2007,B,1.01,0.73,"823,391",0,"3,818","808,784",0,"376,688","594,405","76,530",0,"62,709","18,584","44,125",,,429,"35,686","35,686",0,1,2,2,"419,525","63,138",78,16,0,62,0,78,0,0,0,0,0,0.72,24,52,2,0,0,0,0
501,3/2/2004,156,504,50,ELDER,12/31/2008,B,1.03,0.74,"855,306","24,150","2,478","808,142",0,"401,031","623,607","81,291",0,"62,709","18,584","44,125",,,429,"35,686","35,686",0,1,2,2,"419,525","63,138",78,16,0,62,0,78,0,0,0,0,0,0.72,24,52,2,0,0,0,0
502,12/18/2003,401,113,88,TCRED9,12/31/2007,C,0.88,1.22,"232,596","27,082","2,271","232,177",0,"143,740","133,058","15,000",0,"95,875","14,781","81,094",,,,0,,,4,3,0,"255,764","95,875",80,76,0,4,0,0,80,0,0,0,0,2.18,0,10,46,24,0,0,0
505,3/16/2005,757,122,2,S8SUBR,12/31/2005,A,1.78,4.09,"642,046",0,"22,336","348,106",0,"756,404","225,225","40,261",0,"101,926","20,157","81,769","6,970",,918,"78,362","71,392","6,970",2,7,3,"37,546","109,814",106,104,0,0,2,106,0,0,0,13,0,1.18,0,87,19,0,0,0,0
508,6/1/2004,983,149,149,TCRED4,12/31/2008,C,0.78,2.21,"266,431",0,"1,439","339,007",0,"536,665","276,444","34,096",0,"80,000","80,000",,,,,0,,,3,4,2,,"80,000",64,64,0,0,0,0,64,0,0,4,0,1.88,0,15,42,7,0,0,0
537,5/4/2005,860,507,146,TCRED9,12/31/2009,A,1.69,6.58,"316,830","21,627","8,922","169,179",0,"1,247,684","214,410","24,702",0,"115,526",,"115,526",,,,0,,,,,,,"115,526",92,71,0,21,0,0,92,0,0,12,0,2.7,0,0,36,48,8,0,0
537,5/4/2005,860,507,146,TCRED9,12/31/2008,A,1.78,8.49,"324,434","14,048","2,431","172,711",0,"1,484,438","197,884","23,014",0,"115,526",,"115,526",,,,0,,,,,,,"115,526",92,71,0,21,0,0,92,0,0,12,0,2.7,0,0,36,48,8,0,0
537,5/4/2005,860,507,146,TCRED9,12/31/2007,A,2.1,9.45,"442,251","2,364","79,955","171,091",0,"2,490,619","285,126","21,441",0,"115,526",,"115,526",,,,0,,,,,,,"115,526",92,71,0,21,0,0,92,0,0,12,0,2.7,0,0,36,48,8,0,0
539,5/4/2005,860,507,146,TCRED4,12/31/2008,A,1.62,5.53,"251,875","7,540",681,"150,661",0,"1,056,247","216,475","25,381",0,"108,310","108,310",,,,,0,,,,,,,"108,310",74,57,0,17,0,0,74,0,0,5,0,2.85,0,0,25,35,14,0,0
542,8/26/2004,1009,149,46,SHARP,12/31/2006,D,0,0.49,"-115,329",0,0,0,0,"639,897","1,294,537",1,0,"10,000","10,000",,,,,0,,,,,,,"10,000",49,19,11,19,0,0,49,0,0,0,0,2.06,0,19,15,8,7,0,0
588,6/28/2006,203,149,61,TCRED9,12/31/2009,A,1.55,7,"264,188",0,"1,310","169,619",0,"561,570","92,077","11,815",0,"66,783","16,180","50,603",0,0,0,"47,322","47,322",0,2,4,2,"61,256","66,783",61,61,0,0,0,0,61,0,0,0,0,1.39,0,37,24,0,0,0,0
617,10/26/2006,471,83,106,INTERN,12/31/2009,A,2.83,4.5,"1,174,821",0,"6,284","413,093",0,"1,049,293","500,255","266,958",0,"215,711","33,057","182,654",0,0,"28,329","176,367","176,367",0,6,3,1,"723,096","244,040",156,32,0,124,0,0,156,0,0,0,0,1.65,0,54,102,0,0,0,0
626,6/29/2007,44,501,50,TCRED9,12/31/2009,A,1.74,3.41,"107,356",0,"3,894","59,349",0,"625,983","187,357","3,928",0,"44,600","44,600",,,,,0,0,0,1,2,1,"273,215","44,600",56,56,0,0,0,56,0,0,0,0,0,1,0,56,0,0,0,0,0
629,5/13/1970,1034,223,82,MISC,12/31/1995,A,1.57,3.29,"8,338",0,262,"5,149",0,"12,699","6,605","2,742",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/2006,F,-0.78,0.25,-102,"3,713",190,"5,148",0,"8,882","39,140","2,894",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/2000,F,-0.35,0.13,"4,488","5,977",330,"5,147",0,"7,158","59,708","3,841",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/1998,F,-0.2,0.18,-628,0,389,"5,149",0,"8,105","49,319","3,354",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/1997,F,-0.04,0.47,189,0,414,"5,312",0,"20,497","46,526","3,136",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/2001,F,-0.02,0.12,233,0,312,"5,148",0,"9,002","76,466","3,926",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/2007,F,0.31,0.27,"5,015","3,249",174,"5,148",0,"11,689","46,964","2,945",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/2005,D,0.51,0.08,"2,748",0,148,"5,148",0,"3,212","44,164","2,702",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/2008,F,0.51,0.14,"2,702",0,75,"5,149",0,"19,252","140,259","6,643",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/2004,D,0.63,0.06,"4,649",701,43,"6,160",0,"2,072","36,397","2,627",273,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/2009,F,0.69,0.16,"3,617",0,41,"5,149",0,"22,855","149,184","7,118",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/1999,F,0.8,0.23,"5,183",625,435,"5,147",0,"10,604","49,812","3,589",0,"8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/2003,B,1.26,0.13,"10,076","3,440",173,"5,123",0,"7,928","68,638","4,612","1,141","8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
629,5/13/1970,1034,223,82,MISC,12/31/2002,B,2.88,0.15,"15,066",0,230,"5,149",0,"8,130","61,527","4,362","1,463","8,000",0,"8,000",0,0,0,0,,,1,2,0,"5,345","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
