rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
256,5/9/2002,1001,26,125,S8SUBR,12/31/2007,A,0.99,1.92,"771,277","171,432","21,130","584,300",0,"600,809","360,691","47,664",0,"94,000",0,"94,000",,,,0,,,5,5,1,,"94,000",98,98,0,0,0,0,98,0,0,6,0,1.46,3,51,40,4,0,0,0
256,5/9/2002,1001,26,125,S8SUBR,12/31/2008,A,1.01,2.02,"549,753",0,"13,035","529,331",0,"576,440","337,044","50,983",0,"94,000",0,"94,000",,,,0,,,5,5,1,,"94,000",98,98,0,0,0,0,98,0,0,6,0,1.46,3,51,40,4,0,0,0
256,5/9/2002,1001,26,125,S8SUBR,12/31/2009,A,1.09,2.24,"664,193","61,282","5,358","547,215",0,"580,198","313,921","54,532",0,"94,000",0,"94,000",,,,0,,,5,5,1,,"94,000",98,98,0,0,0,0,98,0,0,6,0,1.46,3,51,40,4,0,0,0
262,7/24/2002,898,175,71,S8NCON,12/31/2003,A,1.34,2.25,"3,179,132","57,468","84,030","2,274,011",0,"4,559,994","2,176,164","146,329",0,"288,863","288,863",,"6,815",,,0,,,17,3,0,,"295,678",190,190,0,0,0,0,190,0,0,10,0,2.41,0,11,120,33,23,2,1
262,7/24/2002,898,175,71,S8NCON,12/31/2004,A,1.31,2.06,"3,956,816","766,796","19,741","2,415,010",0,"4,312,261","2,254,194","156,647",0,"288,863","288,863",,"6,815",,,0,,,17,3,0,,"295,678",190,190,0,0,0,0,190,0,0,10,0,2.41,0,11,120,33,23,2,1
262,7/24/2002,898,175,71,S8NCON,12/31/2005,A,1.4,2.17,"3,554,442","159,549","10,191","2,422,689",0,"4,189,132","2,100,430","167,692",0,"288,863","288,863",,"6,815",,,0,,,17,3,0,,"295,678",190,190,0,0,0,0,190,0,0,10,0,2.41,0,11,120,33,23,2,1
262,7/24/2002,898,175,71,S8NCON,12/31/2006,A,1.4,2.32,"3,412,264","34,522","16,176","2,399,718",0,"4,052,203","1,928,747","179,516",0,"288,863","288,863",,"6,815",,,0,,,17,3,0,,"295,678",190,190,0,0,0,0,190,0,0,10,0,2.41,0,11,120,33,23,2,1
262,7/24/2002,898,175,71,S8NCON,12/31/2007,A,1.42,2.11,"3,746,143","282,877","75,262","2,383,309",0,"4,091,080","2,134,950","192,174",0,"288,863","288,863",,"6,815",,,0,,,17,3,0,,"295,678",190,190,0,0,0,0,190,0,0,10,0,2.41,0,11,120,33,23,2,1
262,7/24/2002,898,175,71,S8NCON,12/31/2008,A,1.43,1.96,"3,324,068","94,396","19,871","2,237,809",0,"3,852,249","2,175,254","205,724",0,"288,863","288,863",,"6,815",,,0,,,17,3,0,,"295,678",190,190,0,0,0,0,190,0,0,10,0,2.41,0,11,120,33,23,2,1
262,7/24/2002,898,175,71,S8NCON,12/31/2009,A,1.55,1.96,"3,617,399","132,601","21,046","2,237,809",0,"4,220,628","2,376,040","220,230",0,"288,863","288,863",,"6,815",,,0,,,17,3,0,,"295,678",190,190,0,0,0,0,190,0,0,10,0,2.41,0,11,120,33,23,2,1
313,2/14/2008,842,93,140,S8NCON,12/31/2009,A,-0.38,5.51,"-167,066",0,"4,632","450,197",0,"1,188,721","251,568","35,662",0,"58,220",,"58,220",,,,"58,220","58,220",,1,6,2,,"58,220",85,85,0,0,0,85,0,0,0,5,0,1.08,3,72,10,0,0,0,0
389,3/3/2005,405,37,113,S8SUBR,12/31/2006,A,1.08,10.35,"1,068,898","192,663","42,175","772,751",0,"1,701,425","380,208","215,785",0,"156,393",,"156,393",,,,0,,,28,2,0,,"156,393",200,167,0,33,0,0,200,0,0,1,0,1.57,0,96,94,10,0,0,0
389,3/3/2005,405,37,113,S8SUBR,12/31/2007,A,1.35,5.03,"1,079,382",0,"41,523","770,191",0,"1,281,730","483,066","228,023",0,"156,393",,"156,393",,,,0,,,28,2,0,,"156,393",200,167,0,33,0,0,200,0,0,1,0,1.57,0,96,94,10,0,0,0
389,3/3/2005,405,37,113,S8SUBR,12/31/2008,A,1.39,4.62,"1,078,410",0,"9,247","770,754",0,"1,204,736","501,785","240,954",0,"156,393",,"156,393",,,,0,,,28,2,0,,"156,393",200,167,0,33,0,0,200,0,0,1,0,1.57,0,96,94,10,0,0,0
389,3/3/2005,405,37,113,S8SUBR,12/31/2009,A,1.52,5.36,"1,230,928","53,202","8,879","770,754",0,"1,442,034","523,685","254,619",0,"156,393",,"156,393",,,,0,,,28,2,0,,"156,393",200,167,0,33,0,0,200,0,0,1,0,1.57,0,96,94,10,0,0,0
441,4/15/2005,302,122,125,S8LMSA,12/31/2005,A,5.25,2.72,"5,533,406",0,"24,193","1,048,509",0,"6,287,964","2,518,340","207,381",0,"324,255",0,"324,255",0,0,0,"285,617","285,617",,11,3,0,"248,485","324,255",250,250,0,0,0,0,250,0,0,0,0,3.57,0,0,0,107,143,0,0
441,4/15/2005,302,122,125,S8LMSA,12/31/2006,A,1.59,2.08,"2,070,171",0,"9,108","1,294,878",0,"4,079,692","2,272,682","313,483",0,"324,255",0,"324,255",0,0,0,"285,617","285,617",,11,3,0,"248,485","324,255",250,250,0,0,0,0,250,0,0,0,0,3.57,0,0,0,107,143,0,0
441,4/15/2005,302,122,125,S8LMSA,12/31/2007,A,1.2,3.22,"2,108,731","79,145","25,596","1,670,255",0,"3,359,080","1,405,132","362,591",0,"324,255",0,"324,255",0,0,0,"285,617","285,617",,11,3,0,"248,485","324,255",250,250,0,0,0,0,250,0,0,0,0,3.57,0,0,0,107,143,0,0
441,4/15/2005,302,122,125,S8LMSA,12/31/2008,A,1.13,5.33,"2,151,951","180,576","20,696","1,720,798",0,"2,647,214","880,301","383,475",0,"324,255",0,"324,255",0,0,0,"285,617","285,617",,11,3,0,"248,485","324,255",250,250,0,0,0,0,250,0,0,0,0,3.57,0,0,0,107,143,0,0
441,4/15/2005,302,122,125,S8LMSA,12/31/2009,A,1.19,4.71,"2,141,897","96,791","18,850","1,708,740",0,"2,259,260","884,948","405,563",0,"324,255",0,"324,255",0,0,0,"285,617","285,617",,11,3,0,"248,485","324,255",250,250,0,0,0,0,250,0,0,0,0,3.57,0,0,0,107,143,0,0
452,9/15/2004,1092,507,146,TCRED9,12/31/2006,A,2.07,4.01,"189,867",0,"49,707","67,796",0,"1,373,083","350,169","8,053",0,"103,345",,"103,345",,,,0,,,5,3,0,,"103,345",83,83,0,0,0,0,83,0,0,0,0,1.54,0,42,37,4,0,0,0
452,9/15/2004,1092,507,146,TCRED9,12/31/2007,A,4.78,3.75,"429,113",0,"32,290","83,032",0,"1,283,396","351,094","8,537",0,"103,345",,"103,345",,,,0,,,5,3,0,,"103,345",83,83,0,0,0,0,83,0,0,0,0,1.54,0,42,37,4,0,0,0
452,9/15/2004,1092,507,146,TCRED9,12/31/2008,A,2.24,2.53,"253,793","41,483","15,693","87,772",0,"906,748","367,838","9,050",0,"103,345",,"103,345",,,,0,,,5,3,0,,"103,345",83,83,0,0,0,0,83,0,0,0,0,1.54,0,42,37,4,0,0,0
452,9/15/2004,1092,507,146,TCRED9,12/31/2009,A,2.21,2.5,"229,825","31,412","4,861","87,384",0,"1,050,219","429,465","9,594",0,"103,345",,"103,345",,,,0,,,5,3,0,,"103,345",83,83,0,0,0,0,83,0,0,0,0,1.54,0,42,37,4,0,0,0
455,9/29/2003,680,491,142,TCRED4,12/31/2006,A,1.19,6.32,"2,822,048",0,"12,401","2,357,651",0,"3,609,534","754,625","183,377",0,"361,680","6,870","354,810",0,0,0,"354,810","354,810",0,21,4,0,"931,225","361,680",300,150,0,150,0,0,300,0,0,0,0,1.92,0,72,180,48,0,0,0
455,9/29/2003,680,491,142,TCRED4,12/31/2007,A,1.1,5.92,"2,737,770",0,"17,376","2,473,466",0,"3,260,759","745,919","195,562",0,"361,680","6,870","354,810",0,0,0,"354,810","354,810",0,21,4,0,"931,225","361,680",300,150,0,150,0,0,300,0,0,0,0,1.92,0,72,180,48,0,0,0
455,9/29/2003,680,491,142,TCRED4,12/31/2008,A,1.06,3.65,"2,653,044","12,307","13,326","2,472,825",0,"2,522,435","900,514","208,554",0,"361,680","6,870","354,810",0,0,0,"354,810","354,810",0,21,4,0,"931,225","361,680",300,150,0,150,0,0,300,0,0,0,0,1.92,0,72,180,48,0,0,0
455,9/29/2003,680,491,142,TCRED4,12/31/2009,A,1.04,1.63,"2,633,336","55,535","5,623","2,472,702",0,"2,226,606","1,586,289","222,414",0,"361,680","6,870","354,810",0,0,0,"354,810","354,810",0,21,4,0,"931,225","361,680",300,150,0,150,0,0,300,0,0,0,0,1.92,0,72,180,48,0,0,0
498,4/14/2004,450,149,156,TCRED4,12/31/2006,D,0.41,0.93,"439,504",0,"22,350","1,018,661",0,"700,136","3,437,733","482,013","2,204,999","278,546","84,386","194,160",0,"7,282",0,"169,720","169,720",,1,6,2,"104,412","285,828",154,32,0,122,0,0,154,0,0,0,0,1.6,0,66,84,4,0,0,0
498,4/14/2004,450,149,156,TCRED4,12/31/2007,A,0.91,1.3,"1,114,389",0,"8,796","1,209,779",0,"348,001","755,964","487,668",0,"278,546","84,386","194,160",0,"7,282",0,"169,720","169,720",,1,6,2,"104,412","285,828",154,32,0,122,0,0,154,0,0,0,0,1.6,0,66,84,4,0,0,0
498,4/14/2004,450,149,156,TCRED4,12/31/2008,C,0.95,1.14,"1,102,107","30,925","4,671","1,120,872",0,"298,506","375,013","114,195",0,"278,546","84,386","194,160",0,"7,282",0,"169,720","169,720",,1,6,2,"104,412","285,828",154,32,0,122,0,0,154,0,0,0,0,1.6,0,66,84,4,0,0,0
498,4/14/2004,450,149,156,TCRED4,12/31/2009,A,1,1.3,"1,145,925","25,645","2,389","1,116,609",0,"283,595","339,094","121,117",0,"278,546","84,386","194,160",0,"7,282",0,"169,720","169,720",,1,6,2,"104,412","285,828",154,32,0,122,0,0,154,0,0,0,0,1.6,0,66,84,4,0,0,0
499,10/15/2004,1019,122,50,S8LMSA,12/31/2009,A,1.21,3.41,"3,289,393","210,698","15,852","2,535,910",0,"2,163,023","1,180,584","546,388",0,"382,557",0,"382,557",,,,"134,990","134,990",,10,4,0,,"382,557",285,285,0,0,0,0,285,0,0,0,0,2.15,6,90,96,50,33,10,0
505,3/16/2005,757,122,2,S8SUBR,12/31/2005,A,1.78,4.09,"642,046",0,"22,336","348,106",0,"756,404","225,225","40,261",0,"101,926","20,157","81,769","6,970",,918,"78,362","71,392","6,970",2,7,3,"37,546","109,814",106,104,0,0,2,106,0,0,0,13,0,1.18,0,87,19,0,0,0,0
505,3/16/2005,757,122,2,S8SUBR,12/31/2006,A,1.3,4.43,"669,397","24,787","12,206","487,871",0,"649,782","193,220","46,581",0,"101,926","20,157","81,769","6,970",,918,"78,362","71,392","6,970",2,7,3,"37,546","109,814",106,104,0,0,2,106,0,0,0,13,0,1.18,0,87,19,0,0,0,0
505,3/16/2005,757,122,2,S8SUBR,12/31/2007,A,1.28,4.17,"716,545","26,388","14,899","525,657",0,"783,904","237,331","49,528",0,"101,926","20,157","81,769","6,970",,918,"78,362","71,392","6,970",2,7,3,"37,546","109,814",106,104,0,0,2,106,0,0,0,13,0,1.18,0,87,19,0,0,0,0
505,3/16/2005,757,122,2,S8SUBR,12/31/2008,A,1.2,3.4,"662,974","23,686","9,952","525,657",0,"930,138","326,615","52,661",0,"101,926","20,157","81,769","6,970",,918,"78,362","71,392","6,970",2,7,3,"37,546","109,814",106,104,0,0,2,106,0,0,0,13,0,1.18,0,87,19,0,0,0,0
505,3/16/2005,757,122,2,S8SUBR,12/31/2009,A,1.3,4.93,"711,384","23,423","4,227","524,753",0,"938,066","246,128","55,993",0,"101,926","20,157","81,769","6,970",,918,"78,362","71,392","6,970",2,7,3,"37,546","109,814",106,104,0,0,2,106,0,0,0,13,0,1.18,0,87,19,0,0,0,0
539,5/4/2005,860,507,146,TCRED4,12/31/2007,A,3.69,6.46,"359,595","2,110",312,"96,880",0,"1,959,034","327,063","23,920",0,"108,310","108,310",,,,,0,,,,,,,"108,310",74,57,0,17,0,0,74,0,0,5,0,2.85,0,0,25,35,14,0,0
539,5/4/2005,860,507,146,TCRED4,12/31/2008,A,1.62,5.53,"251,875","7,540",681,"150,661",0,"1,056,247","216,475","25,381",0,"108,310","108,310",,,,,0,,,,,,,"108,310",74,57,0,17,0,0,74,0,0,5,0,2.85,0,0,25,35,14,0,0
539,5/4/2005,860,507,146,TCRED4,12/31/2009,A,1.35,4.76,"213,320","13,269","7,154","143,025",0,"933,585","223,157","26,930",0,"108,310","108,310",,,,,0,,,,,,,"108,310",74,57,0,17,0,0,74,0,0,5,0,2.85,0,0,25,35,14,0,0
542,8/26/2004,1009,149,46,SHARP,12/31/2005,A,-0.04,2.53,"-49,311",0,89,"1,119,730",0,"942,543","372,794",1,0,"10,000","10,000",,,,,0,,,,,,,"10,000",49,19,11,19,0,0,49,0,0,0,0,2.06,0,19,15,8,7,0,0
542,8/26/2004,1009,149,46,SHARP,12/31/2006,D,0,0.49,"-115,329",0,0,0,0,"639,897","1,294,537",1,0,"10,000","10,000",,,,,0,,,,,,,"10,000",49,19,11,19,0,0,49,0,0,0,0,2.06,0,19,15,8,7,0,0
542,8/26/2004,1009,149,46,SHARP,12/31/2007,A,0,3.58,"226,228",0,78,0,0,"641,194","211,045","31,854",0,"10,000","10,000",,,,,0,,,,,,,"10,000",49,19,11,19,0,0,49,0,0,0,0,2.06,0,19,15,8,7,0,0
542,8/26/2004,1009,149,46,SHARP,12/31/2008,A,0,3.21,"171,976","1,773",434,0,0,"699,242","251,592",1,"33,806","10,000","10,000",,,,,0,,,,,,,"10,000",49,19,11,19,0,0,49,0,0,0,0,2.06,0,19,15,8,7,0,0
542,8/26/2004,1009,149,46,SHARP,12/31/2009,A,61.98,5.62,"285,268","16,759",137,0,"4,330","693,387","189,162",1,"65,835","10,000","10,000",,,,,0,,,,,,,"10,000",49,19,11,19,0,0,49,0,0,0,0,2.06,0,19,15,8,7,0,0
544,4/21/2005,622,258,13,INTERN,12/31/2008,A,1.23,1.52,"3,605,333","40,667","2,734","2,893,543",0,"1,219,063","1,137,022","332,612",0,"415,655","47,286","368,369",,,"168,063","273,494","273,494",,2,4,4,"203,957","583,718",204,41,2,161,0,0,204,0,0,0,0,2,5,35,118,46,0,0,0
544,4/21/2005,622,258,13,INTERN,12/31/2009,A,1.09,2.07,"3,202,260","80,103","1,246","2,866,641",0,"1,580,575","1,115,406","350,745",0,"415,655","47,286","368,369",,,"168,063","273,494","273,494",,2,4,4,"203,957","583,718",204,41,2,161,0,0,204,0,0,0,0,2,5,35,118,46,0,0,0
545,9/25/2006,1086,149,33,TCRED9,12/31/2009,A,1.43,6.86,"170,941","11,671","1,893","109,987",0,"282,079","54,882","13,770",0,"37,878",,"37,878",,,,"28,930","28,930",,1,4,1,"82,214","37,878",35,35,0,0,0,0,35,0,0,4,0,1.83,0,10,21,4,0,0,0
546,6/30/2006,163,93,140,TCRED4,12/31/2008,A,1.41,2.95,"439,506",0,"9,391","304,811",0,"507,263","208,023","35,967",0,"64,653",481,"64,172",0,0,"1,446","64,172","64,172",,21,2,0,"429,373","66,099",60,36,24,0,0,0,60,0,0,0,0,2.15,0,9,33,18,0,0,0
546,6/30/2006,163,93,140,TCRED4,12/31/2009,A,1.14,10.73,"399,906",0,"3,389","347,950",0,"540,141","88,366","38,015",0,"64,653",481,"64,172",0,0,"1,446","64,172","64,172",,21,2,0,"429,373","66,099",60,36,24,0,0,0,60,0,0,0,0,2.15,0,9,33,18,0,0,0
548,6/15/2006,1090,507,146,TCRED4,12/31/2009,A,0.97,9.07,"444,169","21,863","5,183","428,878",0,"844,435","132,428","39,332",0,"123,126","21,658","101,468","3,391",,"29,012","104,859","101,468","3,391",1,6,2,"40,581","126,517",74,74,0,0,0,0,74,0,0,0,0,1.55,0,33,41,0,0,0,0
591,2/17/2006,272,229,15,TCRED9,12/31/2009,A,0.84,2.75,"526,611","10,798",704,"612,075",0,"789,559","328,693","41,355",0,"203,764","37,736","166,028",,,,"125,734","125,734",,1,8,2,"104,380","203,764",146,61,0,85,0,0,146,0,0,0,0,1.41,0,86,60,0,0,0,0
638,12/30/1970,452,37,113,S8NCON,12/31/1995,A,1.22,8.08,"2,338,776","234,500","229,841","1,535,500",0,"4,132,012","717,503","206,218",0,0,0,0,0,0,0,"400,392","400,392",0,18,2,0,"827,713","388,116",432,432,0,0,0,0,432,0,0,20,0,1.46,36,180,198,18,0,0,0
638,12/30/1970,452,37,113,S8NCON,12/31/1996,A,1.35,9.53,"2,653,610","135,382","104,835","1,792,393",0,"3,700,720","607,910","219,659",0,0,0,0,0,0,0,"400,392","400,392",0,18,2,0,"827,713","388,116",432,432,0,0,0,0,432,0,0,20,0,1.46,36,180,198,18,0,0,0
638,12/30/1970,452,37,113,S8NCON,12/31/1997,A,1.4,7.62,"3,206,010","470,056","224,371","1,792,323",0,"3,261,905","662,164","234,040",0,0,0,0,0,0,0,"400,392","400,392",0,18,2,0,"827,713","388,116",432,432,0,0,0,0,432,0,0,20,0,1.46,36,180,198,18,0,0,0
638,12/30/1970,452,37,113,S8NCON,12/31/1998,A,1.31,7.36,"2,947,222","409,422","190,847","1,792,323",0,"3,248,587","690,531","249,420",0,0,0,0,0,0,0,"400,392","400,392",0,18,2,0,"827,713","388,116",432,432,0,0,0,0,432,0,0,20,0,1.46,36,180,198,18,0,0,0
638,12/30/1970,452,37,113,S8NCON,12/31/1999,A,1.3,5.65,"2,860,259","274,334","249,103","1,792,323",0,"2,640,083","732,934","265,884",0,0,0,0,0,0,0,"400,392","400,392",0,18,2,0,"827,713","388,116",432,432,0,0,0,0,432,0,0,20,0,1.46,36,180,198,18,0,0,0
638,12/30/1970,452,37,113,S8NCON,12/31/2000,A,2.14,6.06,"4,775,097","566,940","224,883","1,859,019",0,"2,596,031","712,145","283,512",0,0,0,0,0,0,0,"400,392","400,392",0,18,2,0,"827,713","388,116",432,432,0,0,0,0,432,0,0,20,0,1.46,36,180,198,18,0,0,0
638,12/30/1970,452,37,113,S8NCON,12/31/2001,A,1.15,4.73,"2,927,680","658,144","137,631","1,858,697",0,"2,302,589","789,357","302,389",0,0,0,0,0,0,0,"400,392","400,392",0,18,2,0,"827,713","388,116",432,432,0,0,0,0,432,0,0,20,0,1.46,36,180,198,18,0,0,0
638,12/30/1970,452,37,113,S8NCON,12/31/2002,A,1.15,4.95,"2,365,777","142,731","83,878","1,858,431",0,"2,737,771","876,007","322,616",0,0,0,0,0,0,0,"400,392","400,392",0,18,2,0,"827,713","388,116",432,432,0,0,0,0,432,0,0,20,0,1.46,36,180,198,18,0,0,0
638,12/30/1970,452,37,113,S8NCON,12/31/2003,A,1.1,5.71,"2,409,300","343,425","26,100","1,858,577",0,"2,629,692","804,968","344,293",0,0,0,0,0,0,0,"400,392","400,392",0,18,2,0,"827,713","388,116",432,432,0,0,0,0,432,0,0,20,0,1.46,36,180,198,18,0,0,0
638,12/30/1970,452,37,113,S8NCON,12/31/2004,A,1.44,6.1,"2,865,547","172,591","15,352","1,858,917",0,"3,547,628","949,476","367,533",0,0,0,0,0,0,0,"400,392","400,392",0,18,2,0,"827,713","388,116",432,432,0,0,0,0,432,0,0,20,0,1.46,36,180,198,18,0,0,0
654,8/1/1972,292,22,63,INTERN,12/31/1995,A,1.43,4.76,"353,640","107,944","8,025","166,502",0,"110,466","55,603","32,400",0,0,0,0,0,0,0,"58,892","58,892",0,1,9,2,"101,495","72,380",94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
654,8/1/1972,292,22,63,INTERN,12/31/1996,A,1.17,3.4,"249,237","49,282","5,051","166,052",0,"142,680","76,982","35,029",0,0,0,0,0,0,0,"58,892","58,892",0,1,9,2,"101,495","72,380",94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
654,8/1/1972,292,22,63,INTERN,12/31/1997,A,1.21,5.18,"256,384","50,052","5,259","166,502",0,"154,832","67,774","37,872",0,0,0,0,0,0,0,"58,892","58,892",0,1,9,2,"101,495","72,380",94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
654,8/1/1972,292,22,63,INTERN,12/31/1998,A,1.1,9.12,"239,144","5,593","9,204","204,804",0,"344,536","87,655","49,896",0,0,0,0,0,0,0,"58,892","58,892",0,1,9,2,"101,495","72,380",94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
654,8/1/1972,292,22,63,INTERN,12/31/1999,A,1.31,5.31,"472,294","145,903","8,517","242,857",0,"337,966","120,167","56,481",0,0,0,0,0,0,0,"58,892","58,892",0,1,9,2,"101,495","72,380",94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
654,8/1/1972,292,22,63,INTERN,12/31/2000,A,1.67,3.92,"346,981","62,127","7,500","166,502",0,"320,768","139,955","58,027",0,0,0,0,0,0,0,"58,892","58,892",0,1,9,2,"101,495","72,380",94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
654,8/1/1972,292,22,63,INTERN,12/31/2001,A,1.4,2.27,"340,735","52,130","5,155","202,590",0,"200,070","146,048","57,717",0,0,0,0,0,0,0,"58,892","58,892",0,1,9,2,"101,495","72,380",94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
654,8/1/1972,292,22,63,INTERN,12/31/2002,A,1.25,1.83,"371,002","45,223","6,718","256,190",0,"189,311","173,913","70,252",0,0,0,0,0,0,0,"58,892","58,892",0,1,9,2,"101,495","72,380",94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
654,8/1/1972,292,22,63,INTERN,12/31/2003,A,1.44,4.05,"406,609","49,525","6,975","243,107",0,"167,106","117,169","75,891",0,0,0,0,0,0,0,"58,892","58,892",0,1,9,2,"101,495","72,380",94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
654,8/1/1972,292,22,63,INTERN,12/31/2004,A,1.32,5.56,"413,715","61,083","7,013","262,731",0,"205,136","118,873","81,981",0,0,0,0,0,0,0,"58,892","58,892",0,1,9,2,"101,495","72,380",94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
